2018-06-21 00:31:03 {"bill_begin_time":"20180620154936","bill_create_ip":"192.168.8.13","bill_end_time":"20180622003208","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"546944AFA6A75F1AB9DC2E7BD6E4B133"}

2018-06-21 02:03:49 {"bill_begin_time":"20180620154936","bill_create_ip":"192.168.8.13","bill_end_time":"20180622020454","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"165E536B9C26E980E2FB26C280BB7D8F"}

2018-06-21 02:22:09 {"bill_begin_time":"20180620154936","bill_create_ip":"192.168.8.13","bill_end_time":"20180622022315","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"18EAB3095440598FB78FC611B4ABEE15"}

2018-06-21 02:26:20 {"bill_begin_time":"20180620154936","bill_create_ip":"192.168.8.13","bill_end_time":"20180622022725","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"4CB9C323A40A7CA431583B63D75AC73D"}

2018-06-21 02:32:48 {"bill_begin_time":"20180620154936","bill_create_ip":"192.168.8.13","bill_end_time":"20180622023353","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"1FAA97D40255F877E8E190E462D20E88"}

2018-06-21 02:36:24 {"bill_begin_time":"20180621021524","bill_create_ip":"192.168.8.13","bill_end_time":"20180622023730","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"BDD101C1167C2F74F840A7E4FC09B8F1"}

2018-06-21 02:41:00 {"bill_begin_time":"20180620120000","bill_create_ip":"192.168.8.12","bill_end_time":"20180620235959","details":"TRUE","device_no":"996","nonce_str":"123456","sign":"473761B402B2147BFEC7BAC92EFDA544"}

2018-06-21 02:41:04 {"bill_begin_time":"20180620120000","bill_create_ip":"192.168.8.12","bill_end_time":"20180621235959","details":"TRUE","device_no":"996","nonce_str":"123456","sign":"17A1425AF570862DAC1C92F696ABCBF6"}

2018-06-21 02:47:12 {"bill_begin_time":"20180620120000","bill_create_ip":"192.168.8.12","bill_end_time":"20180621235959","details":"TRUE","device_no":"996","nonce_str":"123456","sign":"17A1425AF570862DAC1C92F696ABCBF6"}

2018-06-21 03:10:44 {"bill_begin_time":"20180621021524","bill_create_ip":"192.168.8.13","bill_end_time":"20180622031150","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"37A2BA67D651AE97FEA69E45707C9D25"}

2018-06-21 03:13:53 {"bill_begin_time":"20180621021524","bill_create_ip":"192.168.8.13","bill_end_time":"20180622031459","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"525F83C17EFAD71AD97E3D118C5C8391"}

2018-06-21 03:15:40 {"bill_begin_time":"20180620120000","bill_create_ip":"192.168.8.12","bill_end_time":"20180621235959","details":"TRUE","device_no":"996","nonce_str":"123456","sign":"17A1425AF570862DAC1C92F696ABCBF6"}

2018-06-21 03:23:04 {"bill_begin_time":"20180620120000","bill_create_ip":"192.168.8.12","bill_end_time":"20180621235959","details":"TRUE","device_no":"996","nonce_str":"123456","sign":"17A1425AF570862DAC1C92F696ABCBF6"}

2018-06-21 03:26:15 {"bill_begin_time":"20180620013511","bill_create_ip":"192.168.8.12","bill_end_time":"20180622032550","details":"TRUE","device_no":"996","nonce_str":"123456","sign":"53D31C210F8C75674160B600EC009AD6"}

2018-06-21 07:15:59 {"bill_begin_time":"20180620000000","bill_create_ip":"192.168.1.113","bill_end_time":"20180620235959","details":"TRUE","device_no":"8008180300112385","nonce_str":"123456","sign":"A7863C90D2BD3F877E20BAF6E7A37BB5"}

2018-06-21 07:16:31 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.113","bill_end_time":"20180621235959","details":"TRUE","device_no":"8008180300112385","nonce_str":"123456","sign":"53797393FD81F23B002BED38D2F7DF71"}

2018-06-21 07:33:39 {"bill_begin_time":"20180621000000","bill_create_ip":"","bill_end_time":"20180621235959","details":"TRUE","device_no":"","nonce_str":"123456","sign":"3CC9DE7AD5C074EAC860862B9F8A22B5"}

2018-06-21 07:48:36 {"bill_begin_time":"20180620000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180620235959","details":"TRUE","device_no":"915","nonce_str":"123456","sign":"1336BCAA2DCE74CCC94B6AD0DA3E0910"}

2018-06-21 07:48:44 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180621235959","details":"TRUE","device_no":"915","nonce_str":"123456","sign":"0AC09B6064C03835E5EDABC88BC2963D"}

2018-06-21 08:29:11 {"bill_begin_time":"20180620041031","bill_create_ip":"192.168.1.65","bill_end_time":"20180622082954","details":"TRUE","device_no":"8008171099228744","nonce_str":"123456","sign":"4841FC7A3263994BEF17239466B9CCA3"}

2018-06-21 08:34:11 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.113","bill_end_time":"20180621235959","details":"TRUE","device_no":"8008180300112385","nonce_str":"123456","sign":"53797393FD81F23B002BED38D2F7DF71"}

2018-06-21 10:09:30 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.113","bill_end_time":"20180621235959","details":"TRUE","device_no":"8008180300112385","nonce_str":"123456","sign":"53797393FD81F23B002BED38D2F7DF71"}

2018-06-21 10:20:00 {"bill_begin_time":"20180620213835","bill_create_ip":"192.168.1.100","bill_end_time":"20180622102000","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"0B6FA33EFCF51ED0B001B4C405AED429"}

2018-06-21 10:55:28 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.100","bill_end_time":"20180621235959","details":"TRUE","device_no":"1277","nonce_str":"123456","sign":"3F5954357E649FFCD8B957FA7ABE9716"}

2018-06-21 11:35:52 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.100","bill_end_time":"20180621235959","details":"TRUE","device_no":"1277","nonce_str":"123456","sign":"3F5954357E649FFCD8B957FA7ABE9716"}

2018-06-21 11:40:31 {"bill_begin_time":"20050101000000","bill_create_ip":"192.168.1.3","bill_end_time":"20050101235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"B3AADA29DE9089C1EE82A1A874E7F4B5"}

2018-06-21 11:41:32 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180621235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"71CC1D4F859B871E24FCFDCD787DFC5C"}

2018-06-21 11:47:43 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180621235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"71CC1D4F859B871E24FCFDCD787DFC5C"}

2018-06-21 12:00:57 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180621235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"71CC1D4F859B871E24FCFDCD787DFC5C"}

2018-06-21 12:06:47 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180621235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"71CC1D4F859B871E24FCFDCD787DFC5C"}

2018-06-21 12:09:25 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180621235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"71CC1D4F859B871E24FCFDCD787DFC5C"}

2018-06-21 12:09:35 {"bill_begin_time":"20180621000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180621235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"71CC1D4F859B871E24FCFDCD787DFC5C"}

