2018-02-16 00:52:40 {"bill_begin_time":"20180211221429","bill_create_ip":"192.168.4.175","bill_end_time":"20180217005251","details":"TRUE","device_no":"1308","nonce_str":"123456","sign":"1CD6F6D4011C81A49B75D63F82FD18D5"}
2018-02-16 00:53:14 {"bill_begin_time":"20180215191123","bill_create_ip":"192.168.4.175","bill_end_time":"20180217005326","details":"TRUE","device_no":"1308","nonce_str":"123456","sign":"AFEB1BD6AD48BDEF0387C0B3957E5A08"}
2018-02-16 11:32:48 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.4.175","bill_end_time":"20180216235959","details":"TRUE","device_no":"1308","nonce_str":"123456","sign":"AD40D69780F6EAE1F6F9B709299498F6"}
2018-02-16 11:33:01 {"bill_begin_time":"20180215000000","bill_create_ip":"192.168.4.175","bill_end_time":"20180216235959","details":"TRUE","device_no":"1308","nonce_str":"123456","sign":"4B68CE889B92AB43E51E9500F7708DCA"}
2018-02-16 11:34:29 {"bill_begin_time":"20180215000000","bill_create_ip":"192.168.4.175","bill_end_time":"20180216235959","details":"TRUE","device_no":"1308","nonce_str":"123456","sign":"4B68CE889B92AB43E51E9500F7708DCA"}
2018-02-16 11:50:41 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 12:19:14 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 12:27:25 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 12:39:26 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.8.11","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171099228740","nonce_str":"123456","sign":"3C45AE79C2742BEDEF3B7E5665810E27"}
2018-02-16 12:39:42 {"bill_begin_time":"20180215030000","bill_create_ip":"192.168.8.11","bill_end_time":"20180216025959","details":"TRUE","device_no":"8008171099228740","nonce_str":"123456","sign":"895B971823D2133F2D1C5759D8E907CC"}
2018-02-16 12:39:43 {"bill_begin_time":"20180215030000","bill_create_ip":"192.168.8.11","bill_end_time":"20180216025959","details":"TRUE","device_no":"8008171099228740","nonce_str":"123456","sign":"895B971823D2133F2D1C5759D8E907CC"}
2018-02-16 12:45:18 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 12:56:52 {"bill_begin_time":"20180215163722","bill_create_ip":"192.168.8.13","bill_end_time":"20180217124517","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"0703EE2D658109257E57918DDFCFEF63"}
2018-02-16 13:16:39 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 13:22:48 {"bill_begin_time":"20180215163722","bill_create_ip":"192.168.8.13","bill_end_time":"20180217131113","details":"TRUE","device_no":"1286","nonce_str":"123456","sign":"088A43019A1986F367DDA8EF067B12C5"}
2018-02-16 13:27:56 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 14:22:51 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.3","bill_end_time":"20180216235959","details":"TRUE","device_no":"1282","nonce_str":"123456","sign":"212126802A183E56E33B35C912C9084A"}
2018-02-16 14:42:28 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 15:37:56 {"bill_begin_time":"20180208000000","bill_create_ip":"192.168.1.6","bill_end_time":"20180209235959","details":"TRUE","device_no":"11","nonce_str":"123456","sign":"F96567A2562C32351BD3D6E27F8408B8"}
2018-02-16 15:37:59 {"bill_begin_time":"20180215212928","bill_create_ip":"192.168.1.6","bill_end_time":"20180217153804","details":"TRUE","device_no":"11","nonce_str":"123456","sign":"895BAB535C4D717C2E76E0E6F5BB0E3D"}
2018-02-16 15:38:28 {"bill_begin_time":"20180216153609","bill_create_ip":"192.168.1.6","bill_end_time":"20180217153833","details":"TRUE","device_no":"11","nonce_str":"123456","sign":"C16E064FF4290142D10203A07BBEF2C2"}
2018-02-16 15:50:41 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 16:06:47 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 16:15:27 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 16:18:08 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 16:45:20 {"bill_begin_time":"20180216000000","bill_create_ip":"192.168.1.101","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171100101937","nonce_str":"123456","sign":"C563C6E73ABAB236C2A9DA2F1294C7AD"}
2018-02-16 16:58:51 {"bill_begin_time":"20180216000000","bill_create_ip":"10.0.0.40","bill_end_time":"20180216235959","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"A26E2974397F3F81B67CF8EBBE1A391A"}
2018-02-16 16:58:52 {"bill_begin_time":"20180215151418","bill_create_ip":"10.0.0.40","bill_end_time":"20180217165756","details":"TRUE","device_no":"8008171099228741","nonce_str":"123456","sign":"6AC4264299A51C9D07D7F53BEC66E4F9"}
