2017-11-03 17:48:14 {"openid":"137****6154","trade_type":"MICROPAY","mch_id":"100005500184","result_code":"SUCCESS","sign":"05E5169030D7D0D559BB6063FF7FFD7D","return_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","out_transaction_id":"2017110321001004915201106335","total_fee":"2530","time_end":[],"attach":[],"out_trade_no":"2017110317475298687","transaction_id":"3100005500184150970247200000004","buyer_id":"2088322016652915","nonce_str":"094bdb71cd51dd98a29a118e41a541f4"}
2017-11-03 17:48:18 {"trade_state":"WAIT_BUYER_PAY","sign":"CAFACD82E8BE7F217337D6BB629BFF5C","nonce_str":"e9a41b45aa9e82685805e00064e35a89","trade_type":"MICROPAY","time_end":[],"openid":"137****6154","total_fee":"2530","buyer_id":"2088322016652915","attach":[],"return_code":"SUCCESS","mch_id":"100005500184","transaction_id":"3100005500184150970247200000004","out_trade_no":"2017110317475298687","out_transaction_id":"2017110321001004915201106335","result_code":"SUCCESS"}
2017-11-03 17:49:17 {"openid":"165***@qq.com","nonce_str":"733d67a270a539f4043cf68e22e6c368","sign":"33AE2B9F837E02B9213C707FB4F9DEEC","mch_id":"100005500184","transaction_id":"3100005500184150970255600000006","out_transaction_id":"2017110321001004585274004383","buyer_id":"2088802662605584","attach":[],"result_code":"SUCCESS","out_trade_no":"2017110317491697000","trade_state":"WAIT_BUYER_PAY","total_fee":"280","trade_type":"MICROPAY","time_end":[],"return_code":"SUCCESS"}
2017-11-03 17:49:21 {"out_transaction_id":"2017110321001004585274004383","total_fee":"280","time_end":[],"sign":"B7350C4760FF84C1CB14AD448FCE1A3F","mch_id":"100005500184","openid":"165***@qq.com","transaction_id":"3100005500184150970255600000006","buyer_id":"2088802662605584","trade_type":"MICROPAY","attach":[],"result_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","return_code":"SUCCESS","nonce_str":"55fa8385fd93c4d39b9455b2b75fb083","out_trade_no":"2017110317491697000"}
2017-11-03 17:49:26 {"trade_type":"MICROPAY","return_code":"SUCCESS","out_trade_no":"2017110317491697000","out_transaction_id":"2017110321001004585274004383","buyer_id":"2088802662605584","mch_id":"100005500184","openid":"165***@qq.com","time_end":[],"attach":[],"nonce_str":"725b7d80dfcb5bb7767179ccb5c83cba","result_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970255600000006","sign":"3DFE37A2A750B5EB7CB2647BCCFF7AD9","total_fee":"280"}
2017-11-03 17:49:30 {"result_code":"SUCCESS","mch_id":"100005500184","return_code":"SUCCESS","out_trade_no":"2017110317491697000","time_end":[],"trade_state":"WAIT_BUYER_PAY","total_fee":"280","buyer_id":"2088802662605584","attach":[],"sign":"B43136AF4A1886F91993CA412663DA62","nonce_str":"9007c9ed8dbc733d0d1642337410614f","out_transaction_id":"2017110321001004585274004383","transaction_id":"3100005500184150970255600000006","openid":"165***@qq.com","trade_type":"MICROPAY"}
2017-11-03 17:49:34 {"transaction_id":"3100005500184150970255600000006","total_fee":"280","openid":"165***@qq.com","buyer_id":"2088802662605584","trade_state":"WAIT_BUYER_PAY","result_code":"SUCCESS","mch_id":"100005500184","nonce_str":"a2de2c87914ee18341e8b1614126f086","return_code":"SUCCESS","trade_type":"MICROPAY","time_end":[],"attach":[],"sign":"B12C94B5AE9B08F75167D881A0A27493","out_transaction_id":"2017110321001004585274004383","out_trade_no":"2017110317491697000"}
2017-11-03 17:49:38 {"trade_type":"MICROPAY","time_end":[],"nonce_str":"ec9870efb35e8c8205b6e032f70a0f1d","return_code":"SUCCESS","result_code":"SUCCESS","mch_id":"100005500184","out_trade_no":"2017110317491697000","openid":"165***@qq.com","attach":[],"sign":"986DB3DBF5C059D7CE846F1069A812E0","trade_state":"WAIT_BUYER_PAY","out_transaction_id":"2017110321001004585274004383","transaction_id":"3100005500184150970255600000006","total_fee":"280","buyer_id":"2088802662605584"}
2017-11-03 17:59:14 {"result_code":"SUCCESS","openid":"137****3660","nonce_str":"4f8fbb94926d76d1f6e07a67dab0b85c","out_transaction_id":"2017110321001004115351301249","total_fee":"1","trade_type":"MICROPAY","out_trade_no":"2017110317591358599","transaction_id":"3100005500184150970315300000013","buyer_id":"2088012327672114","mch_id":"100005500184","return_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","time_end":[],"attach":[],"sign":"6C6E86B165AA9DF8EC7E474ABE644B59"}
2017-11-03 17:59:18 {"transaction_id":"3100005500184150970315300000013","total_fee":"1","return_code":"SUCCESS","result_code":"SUCCESS","sign":"BE6C909C28C5DC54555DB8A9214DD3F4","out_transaction_id":"2017110321001004115351301249","trade_state":"WAIT_BUYER_PAY","buyer_id":"2088012327672114","trade_type":"MICROPAY","attach":[],"openid":"137****3660","mch_id":"100005500184","nonce_str":"229ec9f143982a1ed379d50f32d59098","out_trade_no":"2017110317591358599","time_end":[]}
2017-11-03 17:59:22 {"out_trade_no":"2017110317591358599","attach":[],"result_code":"SUCCESS","total_fee":"1","buyer_id":"2088012327672114","out_transaction_id":"2017110321001004115351301249","transaction_id":"3100005500184150970315300000013","openid":"137****3660","trade_type":"MICROPAY","time_end":[],"nonce_str":"bd1f8f8cd777f25dc9bbf1e3cb841891","return_code":"SUCCESS","mch_id":"100005500184","trade_state":"WAIT_BUYER_PAY","sign":"DB7B1EC2D5ECDC6D8EF4DD4D4B46A54F"}
2017-11-03 17:59:26 {"nonce_str":"647d6ac92ee9f8675b4a7a5e2fb072a0","sign":"CC3831B8EA419DA70E9709695F5D6D11","out_transaction_id":"2017110321001004115351301249","openid":"137****3660","trade_type":"MICROPAY","mch_id":"100005500184","result_code":"SUCCESS","total_fee":"1","buyer_id":"2088012327672114","time_end":[],"out_trade_no":"2017110317591358599","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970315300000013","attach":[],"return_code":"SUCCESS"}
2017-11-03 17:59:31 {"result_code":"SUCCESS","trade_state":"TRADE_SUCCESS","time_end":"20171103175928","sign":"CF622EA287C5F49D21DBEEC49ADF15DB","return_code":"SUCCESS","total_fee":"1","openid":"137****3660","trade_type":"MICROPAY","out_transaction_id":"2017110321001004115351301249","out_trade_no":"2017110317591358599","transaction_id":"3100005500184150970315300000013","buyer_id":"2088012327672114","attach":[],"nonce_str":"5ee3a5196bc12d66732c8c43d31fe001","mch_id":"100005500184"}
2017-11-03 18:00:24 {"mch_id":"100005500184","sign":"6A6008F0E6ACEB17DEEB929C6DCCF996","openid":"136****4106","time_end":[],"return_code":"SUCCESS","total_fee":"1330","buyer_id":"2088802097299824","result_code":"SUCCESS","out_trade_no":"2017110318002235830","out_transaction_id":"2017110321001004825268077903","transaction_id":"3100005500184150970322300000015","nonce_str":"7c64f5b97b04a9477b04aa42220b93e8","trade_state":"WAIT_BUYER_PAY","trade_type":"MICROPAY","attach":[]}
2017-11-03 18:00:28 {"trade_type":"MICROPAY","result_code":"SUCCESS","transaction_id":"3100005500184150970322300000015","openid":"136****4106","buyer_id":"2088802097299824","time_end":[],"mch_id":"100005500184","return_code":"SUCCESS","out_trade_no":"2017110318002235830","out_transaction_id":"2017110321001004825268077903","nonce_str":"2d7bb36fbdbb292cfe225ec5ba7fa463","sign":"B445E9D71CB6A0E8672F28625FEFC528","trade_state":"WAIT_BUYER_PAY","total_fee":"1330","attach":[]}
2017-11-03 18:00:32 {"trade_state":"WAIT_BUYER_PAY","openid":"136****4106","buyer_id":"2088802097299824","return_code":"SUCCESS","result_code":"SUCCESS","sign":"0827982C2E515ED66A9DF61FD424ED4D","mch_id":"100005500184","transaction_id":"3100005500184150970322300000015","attach":[],"nonce_str":"7cb3b7a2325c176643fbab49ad1c0ce1","out_transaction_id":"2017110321001004825268077903","total_fee":"1330","trade_type":"MICROPAY","out_trade_no":"2017110318002235830","time_end":[]}
2017-11-03 18:00:36 {"out_transaction_id":"2017110321001004825268077903","transaction_id":"3100005500184150970322300000015","total_fee":"1330","attach":[],"return_code":"SUCCESS","nonce_str":"e93b781b827b03a17c751e6f1699d5ab","buyer_id":"2088802097299824","sign":"736E184B9E376ED3033D556FA6430FC3","out_trade_no":"2017110318002235830","trade_state":"WAIT_BUYER_PAY","time_end":[],"openid":"136****4106","trade_type":"MICROPAY","result_code":"SUCCESS","mch_id":"100005500184"}
2017-11-03 18:00:41 {"time_end":[],"return_code":"SUCCESS","sign":"E1DD095CF23C6AAEED02571290952CEC","trade_type":"MICROPAY","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970322300000015","total_fee":"1330","out_transaction_id":"2017110321001004825268077903","buyer_id":"2088802097299824","nonce_str":"1345359f318cb23ea9404e819a701bdf","result_code":"SUCCESS","mch_id":"100005500184","out_trade_no":"2017110318002235830","openid":"136****4106","attach":[]}
2017-11-03 18:00:45 {"time_end":[],"nonce_str":"26dae8e9dd17b990ab16cab4de08b64d","sign":"A96E8C9A88F45F3EB09EB1B3DD2CB23F","return_code":"SUCCESS","transaction_id":"3100005500184150970322300000015","buyer_id":"2088802097299824","mch_id":"100005500184","out_trade_no":"2017110318002235830","trade_type":"MICROPAY","trade_state":"WAIT_BUYER_PAY","out_transaction_id":"2017110321001004825268077903","total_fee":"1330","openid":"136****4106","attach":[],"result_code":"SUCCESS"}
2017-11-03 18:00:51 {"out_transaction_id":"2017110321001004825249894968","trade_type":"MICROPAY","mch_id":"100005500184","nonce_str":"c8598a59f9892893d3f010584388a282","out_trade_no":"2017110318005016203","transaction_id":"3100005500184150970325000000016","sign":"4E7EC9FD13852EDD1925FE4CCDCE88FF","result_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","total_fee":"1330","openid":"136****4106","buyer_id":"2088802097299824","time_end":[],"attach":[],"return_code":"SUCCESS"}
2017-11-03 18:00:55 {"return_code":"SUCCESS","out_transaction_id":"2017110321001004825249894968","transaction_id":"3100005500184150970325000000016","attach":[],"result_code":"SUCCESS","nonce_str":"7ebf02fac4983c30446734d169065891","total_fee":"1330","openid":"136****4106","buyer_id":"2088802097299824","time_end":[],"out_trade_no":"2017110318005016203","trade_type":"MICROPAY","mch_id":"100005500184","sign":"52DCC45EA8A8DD0C188DA1D901FF3C62","trade_state":"WAIT_BUYER_PAY"}
2017-11-03 18:00:59 {"trade_type":"MICROPAY","attach":[],"mch_id":"100005500184","out_trade_no":"2017110318005016203","out_transaction_id":"2017110321001004825249894968","nonce_str":"0462c495e8b91e0aad6e6e82b89974ee","openid":"136****4106","return_code":"SUCCESS","sign":"6DCE90840D2892D183F53FB0EC20FBAC","time_end":[],"result_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970325000000016","total_fee":"1330","buyer_id":"2088802097299824"}
2017-11-03 18:01:04 {"return_code":"SUCCESS","attach":[],"sign":"2398E2E81AAE14666055C476CF22058A","result_code":"SUCCESS","out_transaction_id":"2017110321001004825249894968","buyer_id":"2088802097299824","nonce_str":"349bbc1a5d242fd3c344fad8b0ebc183","out_trade_no":"2017110318005016203","openid":"136****4106","time_end":[],"mch_id":"100005500184","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970325000000016","total_fee":"1330","trade_type":"MICROPAY"}
2017-11-03 18:01:08 {"mch_id":"100005500184","out_trade_no":"2017110318005016203","total_fee":"1330","result_code":"SUCCESS","buyer_id":"2088802097299824","sign":"0C01E48550ABCFC9C6852667B8A6B634","attach":[],"nonce_str":"525e05aa2ca78c6519d65ef36ab61b8f","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970325000000016","trade_type":"MICROPAY","time_end":[],"out_transaction_id":"2017110321001004825249894968","openid":"136****4106","return_code":"SUCCESS"}
2017-11-03 18:01:12 {"return_code":"SUCCESS","result_code":"SUCCESS","nonce_str":"0dfe5ba05ded54c1a43baafd865576ff","sign":"851D1E1BA916ED3AD93739131637880E","out_trade_no":"2017110318005016203","buyer_id":"2088802097299824","trade_type":"MICROPAY","openid":"136****4106","out_transaction_id":"2017110321001004825249894968","total_fee":"1330","time_end":[],"attach":[],"mch_id":"100005500184","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970325000000016"}
2017-11-03 18:38:34 {"trade_type":"MICROPAY","nonce_str":"56a4d8a2a165469c2fc17a98d5b68f9e","out_transaction_id":"2017110321001004000256681434","transaction_id":"3100005500184150970551400000028","total_fee":"830","openid":"134***@163.com","result_code":"SUCCESS","out_trade_no":"2017110318383461568","time_end":[],"attach":[],"sign":"431885C2B6E6C6F02304C0F85808F3DB","trade_state":"WAIT_BUYER_PAY","return_code":"SUCCESS","mch_id":"100005500184","buyer_id":"2088702281998004"}
2017-11-03 18:38:38 {"buyer_id":"2088702281998004","time_end":[],"nonce_str":"38e7c2a70ec14d4fd8fe6444a4e00887","trade_type":"MICROPAY","sign":"F86EB7609CD83E80485DC2FA9DC03DDF","out_transaction_id":"2017110321001004000256681434","openid":"134***@163.com","transaction_id":"3100005500184150970551400000028","total_fee":"830","attach":[],"return_code":"SUCCESS","result_code":"SUCCESS","mch_id":"100005500184","out_trade_no":"2017110318383461568","trade_state":"WAIT_BUYER_PAY"}
2017-11-03 18:38:42 {"trade_state":"WAIT_BUYER_PAY","out_transaction_id":"2017110321001004000256681434","openid":"134***@163.com","return_code":"SUCCESS","result_code":"SUCCESS","nonce_str":"129ddd9d2635f2724f8e5c971673fbb5","total_fee":"830","mch_id":"100005500184","sign":"5184DF15D43DA320811756B40E226BC8","out_trade_no":"2017110318383461568","transaction_id":"3100005500184150970551400000028","buyer_id":"2088702281998004","time_end":[],"trade_type":"MICROPAY","attach":[]}
2017-11-03 18:38:47 {"trade_type":"MICROPAY","transaction_id":"3100005500184150970551400000028","total_fee":"830","result_code":"SUCCESS","buyer_id":"2088702281998004","time_end":[],"out_trade_no":"2017110318383461568","out_transaction_id":"2017110321001004000256681434","attach":[],"mch_id":"100005500184","nonce_str":"978cd0d49995acd293681e4277ebeb37","sign":"E9ED48311AFA05B277921E934D85BB07","return_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","openid":"134***@163.com"}
2017-11-03 18:38:51 {"out_trade_no":"2017110318383461568","openid":"134***@163.com","trade_type":"MICROPAY","nonce_str":"24a36320004422c7c318b9a94c188d33","return_code":"SUCCESS","result_code":"SUCCESS","mch_id":"100005500184","out_transaction_id":"2017110321001004000256681434","transaction_id":"3100005500184150970551400000028","total_fee":"830","buyer_id":"2088702281998004","time_end":[],"attach":[],"sign":"C23785187BE520E80DF596CF49BF819C","trade_state":"WAIT_BUYER_PAY"}
2017-11-03 18:38:55 {"trade_type":"MICROPAY","mch_id":"100005500184","result_code":"SUCCESS","transaction_id":"3100005500184150970551400000028","buyer_id":"2088702281998004","out_transaction_id":"2017110321001004000256681434","total_fee":"830","time_end":[],"attach":[],"sign":"A91A6ED2AB900D2AF6C67F01E987D669","trade_state":"WAIT_BUYER_PAY","openid":"134***@163.com","out_trade_no":"2017110318383461568","return_code":"SUCCESS","nonce_str":"b63d442ee4fdb6f43c9c3219fb12e378"}
2017-11-03 19:06:59 {"buyer_id":"2088702537744551","trade_state":"WAIT_BUYER_PAY","openid":"187****4606","mch_id":"100005500184","result_code":"SUCCESS","transaction_id":"3100005500184150970721700000036","time_end":[],"attach":[],"return_code":"SUCCESS","total_fee":"730","trade_type":"MICROPAY","nonce_str":"27b6dd4ee716a2a4a290636531bbff1c","sign":"AA596457E58AB4147C15148097FADC7A","out_trade_no":"2017110319065677718","out_transaction_id":"2017110321001004555342842088"}
2017-11-03 19:07:03 {"transaction_id":"3100005500184150970721700000036","total_fee":"730","time_end":[],"buyer_id":"2088702537744551","trade_type":"MICROPAY","attach":[],"out_trade_no":"2017110319065677718","out_transaction_id":"2017110321001004555342842088","sign":"EFF3BC7474245A133E049B23EF26BF7B","return_code":"SUCCESS","result_code":"SUCCESS","mch_id":"100005500184","nonce_str":"293da2123f516282bd2c716041996414","trade_state":"WAIT_BUYER_PAY","openid":"187****4606"}
2017-11-03 19:07:07 {"total_fee":"730","time_end":[],"result_code":"SUCCESS","trade_type":"MICROPAY","transaction_id":"3100005500184150970721700000036","openid":"187****4606","attach":[],"trade_state":"WAIT_BUYER_PAY","out_transaction_id":"2017110321001004555342842088","out_trade_no":"2017110319065677718","buyer_id":"2088702537744551","nonce_str":"8314b40d4bc736675c564f4a3f97d0c5","sign":"48D343964096382533BD0C6EF84BBA41","return_code":"SUCCESS","mch_id":"100005500184"}
2017-11-03 19:07:11 {"return_code":"SUCCESS","mch_id":"100005500184","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970721700000036","total_fee":"730","openid":"187****4606","nonce_str":"456797875cc6e168fe25890b924aeb79","buyer_id":"2088702537744551","time_end":[],"attach":[],"result_code":"SUCCESS","out_trade_no":"2017110319065677718","out_transaction_id":"2017110321001004555342842088","trade_type":"MICROPAY","sign":"BBBC72169CC4977CED0D74D4D3A5D101"}
2017-11-03 19:07:16 {"return_code":"SUCCESS","result_code":"SUCCESS","trade_type":"MICROPAY","attach":[],"trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970721700000036","time_end":[],"mch_id":"100005500184","out_trade_no":"2017110319065677718","openid":"187****4606","sign":"877ACE4DAB54F3968075DC742EA09BE7","out_transaction_id":"2017110321001004555342842088","total_fee":"730","buyer_id":"2088702537744551","nonce_str":"b7af23515f99b53206fd30c09542658d"}
2017-11-03 19:07:20 {"trade_type":"MICROPAY","time_end":[],"return_code":"SUCCESS","out_trade_no":"2017110319065677718","trade_state":"WAIT_BUYER_PAY","mch_id":"100005500184","openid":"187****4606","attach":[],"nonce_str":"eeecc62a65e7497766299fe2d8c3f833","sign":"46FBCAE4EF31C94A90D74188782116E4","result_code":"SUCCESS","out_transaction_id":"2017110321001004555342842088","total_fee":"730","buyer_id":"2088702537744551","transaction_id":"3100005500184150970721700000036"}
2017-11-03 19:42:23 {"transaction_id":"3100005500184150970934100000046","result_code":"SUCCESS","openid":"130****8318","trade_type":"MICROPAY","time_end":[],"out_trade_no":"2017110319422165968","attach":[],"nonce_str":"8c972f023e81f527dd30690c14fe40f6","return_code":"SUCCESS","mch_id":"100005500184","trade_state":"WAIT_BUYER_PAY","out_transaction_id":"2017110321001004665336407464","total_fee":"170","buyer_id":"2088422576813668","sign":"37D9F8B69C0B8E398D807B42D538497D"}
2017-11-03 19:42:27 {"total_fee":"170","return_code":"SUCCESS","out_transaction_id":"2017110321001004665336407464","out_trade_no":"2017110319422165968","transaction_id":"3100005500184150970934100000046","trade_type":"MICROPAY","buyer_id":"2088422576813668","time_end":[],"attach":[],"nonce_str":"f5d583032d7cdb9d1439581facb0bd05","openid":"130****8318","result_code":"SUCCESS","mch_id":"100005500184","sign":"DC05C355BB910ECA70C9538360669CA2","trade_state":"WAIT_BUYER_PAY"}
2017-11-03 19:42:31 {"return_code":"SUCCESS","sign":"68F273099FA05E06565B1554C9F6B587","out_trade_no":"2017110319422165968","out_transaction_id":"2017110321001004665336407464","trade_type":"MICROPAY","result_code":"SUCCESS","time_end":[],"attach":[],"mch_id":"100005500184","nonce_str":"084a441c8c66a75e710a58ba1734842d","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970934100000046","total_fee":"170","openid":"130****8318","buyer_id":"2088422576813668"}
2017-11-03 19:42:35 {"result_code":"SUCCESS","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970934100000046","attach":[],"nonce_str":"494ed4133ce58972781ed0f19f8e5776","time_end":[],"return_code":"SUCCESS","mch_id":"100005500184","out_trade_no":"2017110319422165968","out_transaction_id":"2017110321001004665336407464","buyer_id":"2088422576813668","sign":"1F5EEFAB912813038149EF86EE8CD389","total_fee":"170","openid":"130****8318","trade_type":"MICROPAY"}
2017-11-03 19:42:39 {"out_transaction_id":"2017110321001004665336407464","return_code":"SUCCESS","result_code":"SUCCESS","openid":"130****8318","buyer_id":"2088422576813668","trade_type":"MICROPAY","nonce_str":"f5d5165f414eafe49a82fddcb499f653","sign":"42E79FE13D46ED7342323510C20C6950","out_trade_no":"2017110319422165968","trade_state":"WAIT_BUYER_PAY","transaction_id":"3100005500184150970934100000046","total_fee":"170","time_end":[],"attach":[],"mch_id":"100005500184"}
